ticker,name,exchange,sector,industry,country,currency,source
NUE,Nucor,USA,Materials,Steel,USA,USD,wikipedia_sp500
NVDA,Nvidia,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
NVR,"NVR, Inc.",USA,Consumer Discretionary,Homebuilding,USA,USD,wikipedia_sp500
NWS,News Corp (Class B),USA,Communication Services,Publishing,USA,USD,wikipedia_sp500
NWSA,News Corp (Class A),USA,Communication Services,Publishing,USA,USD,wikipedia_sp500
NXPI,NXP Semiconductors,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
O,Realty Income,USA,Real Estate,Retail REITs,USA,USD,wikipedia_sp500
ODFL,Old Dominion,USA,Industrials,Cargo Ground Transportation,USA,USD,wikipedia_sp500
OKE,Oneok,USA,Energy,Oil & Gas Storage & Transportation,USA,USD,wikipedia_sp500
OMC,Omnicom Group,USA,Communication Services,Advertising,USA,USD,wikipedia_sp500
ON,ON Semiconductor,USA,Information Technology,Semiconductors,USA,USD,wikipedia_sp500
ORCL,Oracle Corporation,USA,Information Technology,Application Software,USA,USD,wikipedia_sp500
ORLY,O’Reilly Automotive,USA,Consumer Discretionary,Automotive Retail,USA,USD,wikipedia_sp500
OTIS,Otis Worldwide,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
OXY,Occidental Petroleum,USA,Energy,Oil & Gas Exploration & Production,USA,USD,wikipedia_sp500
PANW,Palo Alto Networks,USA,Information Technology,Systems Software,USA,USD,wikipedia_sp500
PAYX,Paychex,USA,Industrials,Human Resource & Employment Services,USA,USD,wikipedia_sp500
PCAR,Paccar,USA,Industrials,Construction Machinery & Heavy Transportation Equipment,USA,USD,wikipedia_sp500
PCG,PG&E Corporation,USA,Utilities,Multi-Utilities,USA,USD,wikipedia_sp500
PEG,Public Service Enterprise Group,USA,Utilities,Electric Utilities,USA,USD,wikipedia_sp500
PEP,PepsiCo,USA,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,USA,USD,wikipedia_sp500
PFE,Pfizer,USA,Health Care,Pharmaceuticals,USA,USD,wikipedia_sp500
PFG,Principal Financial Group,USA,Financials,Life & Health Insurance,USA,USD,wikipedia_sp500
PG,Procter & Gamble,USA,Consumer Staples,Personal Care Products,USA,USD,wikipedia_sp500
PGR,Progressive Corporation,USA,Financials,Property & Casualty Insurance,USA,USD,wikipedia_sp500
PH,Parker Hannifin,USA,Industrials,Industrial Machinery & Supplies & Components,USA,USD,wikipedia_sp500
PHM,PulteGroup,USA,Consumer Discretionary,Homebuilding,USA,USD,wikipedia_sp500
